timestamp_utc;open;high;low;close;volume;pricetype
2024-01-01 23:01:00;1.1076;1.10785;1.1076;1.1078;205;Last
2024-01-01 23:02:00;1.10775;1.1078;1.1077;1.10775;86;Last
2024-01-01 23:03:00;1.10775;1.1078;1.10765;1.10765;47;Last
2024-01-01 23:04:00;1.1076;1.1076;1.10745;1.10745;94;Last
2024-01-01 23:05:00;1.1075;1.1075;1.10745;1.10745;92;Last
2024-01-01 23:06:00;1.1075;1.1075;1.10745;1.10745;36;Last
2024-01-01 23:07:00;1.10745;1.1075;1.10745;1.1075;39;Last
2024-01-01 23:08:00;1.1075;1.1075;1.10745;1.1075;56;Last
2024-01-01 23:09:00;1.10745;1.1075;1.1074;1.10745;84;Last
