timestamp,strategy,reason,fill_side,quantity,price,trade_price,trade_size,trade_side,inventory_after,cash_after,transaction_hash
2026-06-07T05:22:30.356000Z,contrarian_taker,mid_delta=-0.055000,BUY,10.0,0.17,,,,10.0,-1.7000000000000002,
2026-06-07T05:52:54.619000Z,contrarian_taker,mid_delta=0.055000,SELL,10.0,0.2,,,,0.0,0.2999999999999998,
2026-06-07T06:08:11.302000Z,contrarian_taker,mid_delta=0.035000,SELL,10.0,0.22,,,,-10.0,2.5,
2026-06-08T05:49:42.107000Z,contrarian_taker,mid_delta=-0.050000,BUY,10.0,0.33,,,,0.0,-0.8000000000000003,
2026-06-08T08:48:16.666000Z,contrarian_taker,mid_delta=-0.055000,BUY,10.0,0.34,,,,10.0,-4.200000000000001,
2026-06-08T12:21:51.143000Z,contrarian_taker,mid_delta=0.065000,SELL,10.0,0.37,,,,0.0,-0.5000000000000009,
2026-06-08T13:42:07.297000Z,contrarian_taker,mid_delta=0.050000,SELL,10.0,0.46,,,,-10.0,4.1,
2026-06-08T15:33:57.837000Z,contrarian_taker,mid_delta=-0.035000,BUY,10.0,0.48,,,,0.0,-0.7000000000000002,
2026-06-08T16:19:02.637000Z,contrarian_taker,mid_delta=-0.045000,BUY,10.0,0.43,,,,10.0,-5.0,
2026-06-09T01:03:30.162000Z,contrarian_taker,mid_delta=-0.050000,BUY,10.0,0.26,,,,20.0,-7.6,
2026-06-09T01:13:33.496000Z,contrarian_taker,mid_delta=-0.030000,BUY,10.0,0.24,,,,30.0,-10.0,
2026-06-09T01:18:34.514000Z,contrarian_taker,mid_delta=-0.045000,BUY,10.0,0.19,,,,40.0,-11.9,
2026-06-09T02:44:22.466000Z,contrarian_taker,mid_delta=-0.045000,BUY,10.0,0.14,,,,50.0,-13.3,
2026-06-09T03:14:28.928000Z,contrarian_taker,mid_delta=0.045000,SELL,10.0,0.16,,,,40.0,-11.700000000000001,
2026-06-09T03:44:37.957000Z,contrarian_taker,mid_delta=0.035000,SELL,10.0,0.16,,,,30.0,-10.100000000000001,
2026-06-09T03:59:44.547000Z,contrarian_taker,mid_delta=0.035000,SELL,10.0,0.19,,,,20.0,-8.200000000000001,
2026-06-09T04:04:45.428000Z,contrarian_taker,mid_delta=-0.035000,BUY,10.0,0.18,,,,30.0,-10.0,
2026-06-09T04:14:46.119000Z,contrarian_taker,mid_delta=0.090000,SELL,10.0,0.23,,,,20.0,-7.699999999999999,
2026-06-09T04:19:46.963000Z,contrarian_taker,mid_delta=-0.040000,BUY,10.0,0.22,,,,30.0,-9.899999999999999,
2026-06-09T04:24:47.403000Z,contrarian_taker,mid_delta=-0.080000,BUY,10.0,0.14,,,,40.0,-11.299999999999999,
2026-06-09T04:44:51.846000Z,contrarian_taker,mid_delta=0.085000,SELL,10.0,0.14,,,,30.0,-9.899999999999999,
2026-06-09T04:49:51.904000Z,contrarian_taker,mid_delta=0.035000,SELL,10.0,0.2,,,,20.0,-7.899999999999999,
2026-06-09T04:59:54.123000Z,contrarian_taker,mid_delta=0.050000,SELL,10.0,0.26,,,,10.0,-5.299999999999999,
2026-06-09T05:20:02.504000Z,contrarian_taker,mid_delta=0.120000,SELL,10.0,0.4,,,,0.0,-1.299999999999999,
2026-06-09T05:25:02.529000Z,contrarian_taker,mid_delta=-0.180000,BUY,10.0,0.3,,,,10.0,-4.299999999999999,
2026-06-09T05:40:04.078000Z,contrarian_taker,mid_delta=-0.060000,BUY,10.0,0.2,,,,20.0,-6.299999999999999,
2026-06-09T05:45:04.385000Z,contrarian_taker,mid_delta=0.085000,SELL,10.0,0.25,,,,10.0,-3.799999999999999,
2026-06-09T05:55:04.577000Z,contrarian_taker,mid_delta=0.155000,SELL,10.0,0.43,,,,0.0,0.5000000000000009,
2026-06-09T06:00:04.762000Z,contrarian_taker,mid_delta=0.345000,SELL,10.0,0.73,,,,-10.0,7.800000000000001,
2026-06-09T06:05:04.829000Z,contrarian_taker,mid_delta=0.140000,SELL,10.0,0.91,,,,-20.0,16.9,
2026-06-09T06:10:04.831000Z,contrarian_taker,mid_delta=-0.035000,BUY,10.0,0.92,,,,-10.0,7.6999999999999975,
2026-06-09T06:15:05.185000Z,contrarian_taker,mid_delta=0.030000,SELL,10.0,0.91,,,,-20.0,16.799999999999997,
2026-06-09T08:05:13.799000Z,contrarian_taker,mid_delta=-0.116000,BUY,10.0,0.947,,,,-10.0,7.329999999999998,
2026-06-09T08:15:13.896000Z,contrarian_taker,mid_delta=0.071500,SELL,10.0,0.952,,,,-20.0,16.849999999999998,
